7	2	0.94101
9	2	0.90496
12	2	0.9818
20	2	0.94239
24	2	0.94291
25	2	0.97588
28	2	0.92305
30	2	0.97038
32	2	0.96917
34	2	0.96743
37	2	0.93828
41	2	0.95632
43	2	0.93549
45	2	0.90864
52	2	0.98866
53	2	0.9792
61	2	0.93655
62	2	0.98752
63	2	0.96425
69	2	0.96366
72	2	0.98012
75	2	0.97961
76	2	0.95522
78	2	0.93796
79	2	0.99362
80	2	0.98011
81	2	0.96232
84	2	0.97063
87	2	0.98826
95	2	0.94233
97	2	0.94261
98	2	0.97085
99	2	0.96143
100	2	0.9627
101	2	0.99316
102	2	0.98223
103	2	0.7408
106	2	0.95952
107	2	0.99217
108	2	0.9717
110	2	0.99401
111	2	0.96848
112	2	0.93147
113	2	0.95739
114	2	0.96192
116	2	0.93452
123	2	0.96121
126	2	0.92047
128	2	0.9339
132	2	0.9749
134	2	0.98581
135	2	0.88558
137	2	0.95503
138	2	0.95622
144	2	0.82932
147	2	0.95141
148	2	0.97541
150	2	0.97194
4	3	0.47792
5	3	0.33203
6	3	0.25915
8	3	0.87348
9	3	0.42782
10	3	0.83181
11	3	0.28933
14	3	0.33857
16	3	0.24615
17	3	0.58097
20	3	0.28175
27	3	0.24717
32	3	0.32309
34	3	0.25806
36	3	0.31372
42	3	0.25931
45	3	0.43019
46	3	0.24835
48	3	0.39913
50	3	0.60617
53	3	0.26545
57	3	0.42768
58	3	0.26488
59	3	0.29212
66	3	0.38337
67	3	0.28857
71	3	0.27869
73	3	0.73516
84	3	0.25989
85	3	0.39548
88	3	0.35981
89	3	0.24577
91	3	0.28627
93	3	0.33995
94	3	0.28771
100	3	0.34089
103	3	0.69293
105	3	0.6132
106	3	0.28886
115	3	0.24291
116	3	0.32513
118	3	0.3389
119	3	0.24306
124	3	0.23951
127	3	0.25188
130	3	0.24516
141	3	0.26019
143	3	0.48603
144	3	0.55733
145	3	0.2529
3	4	0.47792
6	4	0.95183
8	4	0.71911
10	4	0.81571
11	4	0.90167
14	4	0.93675
17	4	0.91981
39	4	0.8728
43	4	0.86955
44	4	0.88346
45	4	0.8887
47	4	0.87234
48	4	0.97098
49	4	0.91849
50	4	0.81829
51	4	0.88715
55	4	0.87006
57	4	0.9404
58	4	0.93394
59	4	0.95872
60	4	0.9025
61	4	0.88208
65	4	0.92584
66	4	0.9066
67	4	0.95752
70	4	0.90923
73	4	0.70102
77	4	0.90456
83	4	0.89054
85	4	0.93312
86	4	0.94588
88	4	0.90338
89	4	0.93934
90	4	0.92191
91	4	0.96938
92	4	0.92239
94	4	0.95439
103	4	0.74129
105	4	0.81822
115	4	0.9257
116	4	0.90504
117	4	0.90946
118	4	0.95651
119	4	0.92003
120	4	0.90045
121	4	0.90938
124	4	0.83939
125	4	0.90413
127	4	0.96053
130	4	0.94847
131	4	0.90915
133	4	0.89221
139	4	0.92483
140	4	0.89516
141	4	0.92406
142	4	0.90186
143	4	0.88525
145	4	0.95437
3	5	0.33203
8	5	0.58337
9	5	0.96214
10	5	0.68086
13	5	0.95929
15	5	0.95848
16	5	0.90802
18	5	0.95644
19	5	0.9622
20	5	0.96696
21	5	0.92926
22	5	0.92596
23	5	0.90783
24	5	0.95316
25	5	0.91937
26	5	0.94776
27	5	0.98969
28	5	0.95889
29	5	0.96494
31	5	0.95887
33	5	0.93474
35	5	0.89624
36	5	0.98244
37	5	0.96622
38	5	0.94638
40	5	0.94011
42	5	0.96514
43	5	0.91591
44	5	0.90926
46	5	0.9612
48	5	0.9054
50	5	0.84726
51	5	0.94914
54	5	0.94226
55	5	0.92846
56	5	0.92888
58	5	0.88803
60	5	0.91395
63	5	0.91516
73	5	0.70021
74	5	0.96411
78	5	0.89151
85	5	0.92385
92	5	0.90227
93	5	0.91895
95	5	0.89835
96	5	0.97794
104	5	0.90822
105	5	0.89091
108	5	0.88909
116	5	0.91847
120	5	0.89195
121	5	0.93099
140	5	0.94534
143	5	0.9631
144	5	0.75918
3	6	0.25915
4	6	0.95183
8	6	0.54504
14	6	0.98213
16	6	0.83267
18	6	0.8685
23	6	0.88418
27	6	0.87695
35	6	0.90815
38	6	0.84277
39	6	0.8989
42	6	0.86378
43	6	0.89639
44	6	0.95393
47	6	0.94365
48	6	0.93741
49	6	0.98093
50	6	0.77809
51	6	0.92829
54	6	0.91777
55	6	0.88729
56	6	0.78939
58	6	0.91554
59	6	0.95302
60	6	0.90993
65	6	0.94404
67	6	0.95177
68	6	0.88191
70	6	0.92084
77	6	0.94736
82	6	0.90399
83	6	0.93081
85	6	0.9526
86	6	0.93444
88	6	0.91192
89	6	0.91402
90	6	0.93034
91	6	0.95019
92	6	0.95184
94	6	0.92199
104	6	0.89623
109	6	0.88566
115	6	0.88675
117	6	0.9663
118	6	0.92351
119	6	0.93156
120	6	0.94645
121	6	0.93529
125	6	0.91961
127	6	0.9789
130	6	0.96047
131	6	0.98708
133	6	0.94006
139	6	0.93609
140	6	0.91819
141	6	0.89569
142	6	0.90949
145	6	0.95307
2	7	0.94101
12	7	0.95696
25	7	0.86454
30	7	0.97729
32	7	0.90969
34	7	0.87232
41	7	0.90142
52	7	0.91392
53	7	0.87934
61	7	0.85289
62	7	0.92222
63	7	0.84585
64	7	0.84611
69	7	0.92729
71	7	0.86004
72	7	0.96471
75	7	0.90866
76	7	0.99629
79	7	0.95193
80	7	0.98684
81	7	0.9879
84	7	0.88807
87	7	0.93049
97	7	0.99836
98	7	0.9404
99	7	0.88874
100	7	0.90085
101	7	0.92005
102	7	0.96827
106	7	0.92422
107	7	0.92567
108	7	0.87042
110	7	0.94941
111	7	0.98955
112	7	0.97579
113	7	0.97553
114	7	0.99656
123	7	0.95792
126	7	0.9975
128	7	0.89195
132	7	0.97054
134	7	0.92329
135	7	0.98926
136	7	0.87613
137	7	0.95573
138	7	0.93943
146	7	0.86064
147	7	0.92945
148	7	0.88114
150	7	0.90247
3	8	0.87348
4	8	0.71911
5	8	0.58337
6	8	0.54504
9	8	0.57401
10	8	0.88692
11	8	0.48305
14	8	0.56917
16	8	0.49815
17	8	0.68842
20	8	0.51453
27	8	0.52214
36	8	0.60468
42	8	0.55911
44	8	0.48826
45	8	0.63368
46	8	0.5067
48	8	0.66852
50	8	0.80032
51	8	0.54498
57	8	0.61486
58	8	0.55292
59	8	0.5103
60	8	0.47985
66	8	0.52375
67	8	0.53893
71	8	0.48989
73	8	0.92189
84	8	0.49352
85	8	0.67703
86	8	0.4829
88	8	0.51292
89	8	0.47714
91	8	0.54077
92	8	0.47563
94	8	0.51822
96	8	0.50876
103	8	0.64148
105	8	0.69893
115	8	0.55619
116	8	0.58593
118	8	0.5839
121	8	0.50397
127	8	0.50986
130	8	0.50067
140	8	0.51826
141	8	0.48923
143	8	0.71051
144	8	0.5471
145	8	0.52974
2	9	0.90496
3	9	0.42782
5	9	0.96214
8	9	0.57401
10	9	0.7675
13	9	0.93405
15	9	0.93319
16	9	0.8266
18	9	0.86259
19	9	0.91043
20	9	0.97044
21	9	0.86411
22	9	0.85074
23	9	0.91157
24	9	0.9562
25	9	0.94297
26	9	0.88974
27	9	0.94629
28	9	0.95769
29	9	0.91722
31	9	0.93546
32	9	0.91274
33	9	0.91838
34	9	0.91497
35	9	0.90484
36	9	0.91651
37	9	0.95094
38	9	0.87303
40	9	0.89466
42	9	0.87415
43	9	0.91443
46	9	0.89044
50	9	0.80562
52	9	0.90988
53	9	0.92912
54	9	0.90519
55	9	0.94504
56	9	0.82854
57	9	0.89936
60	9	0.91436
62	9	0.89714
63	9	0.91429
73	9	0.69032
74	9	0.952
79	9	0.89175
87	9	0.89284
88	9	0.92629
92	9	0.89177
93	9	0.95524
95	9	0.90493
96	9	0.91976
100	9	0.90231
101	9	0.89737
103	9	0.85096
105	9	0.95563
106	9	0.89181
107	9	0.90907
108	9	0.91
116	9	0.92291
121	9	0.89821
125	9	0.90302
140	9	0.9107
143	9	0.96457
144	9	0.89115
148	9	0.94534
150	9	0.89871
3	10	0.83181
4	10	0.81571
5	10	0.68086
8	10	0.88692
9	10	0.7675
11	10	0.73072
17	10	0.88477
20	10	0.71015
32	10	0.73854
34	10	0.68313
36	10	0.67025
45	10	0.84653
48	10	0.79872
50	10	0.79875
53	10	0.72417
55	10	0.67648
57	10	0.83837
58	10	0.72118
59	10	0.69966
60	10	0.68513
61	10	0.67695
66	10	0.73954
71	10	0.73318
73	10	0.88987
75	10	0.66208
84	10	0.71744
85	10	0.72201
86	10	0.67874
88	10	0.72528
89	10	0.67684
91	10	0.7031
93	10	0.67435
94	10	0.72103
100	10	0.74097
103	10	0.89725
105	10	0.88386
106	10	0.6917
115	10	0.69804
116	10	0.76704
118	10	0.76588
125	10	0.67228
130	10	0.68487
138	10	0.6637
140	10	0.67227
141	10	0.71406
143	10	0.83906
144	10	0.82484
145	10	0.6753
146	10	0.67658
148	10	0.6649
3	11	0.28933
4	11	0.90167
8	11	0.48305
10	11	0.73072
12	11	0.90258
17	11	0.91434
30	11	0.92935
32	11	0.93947
35	11	0.93806
39	11	0.9768
41	11	0.9708
43	11	0.95835
45	11	0.9536
47	11	0.9082
48	11	0.93533
55	11	0.9498
57	11	0.97648
58	11	0.96638
59	11	0.96088
60	11	0.96438
61	11	0.99518
62	11	0.94779
63	11	0.95647
64	11	0.9759
65	11	0.95862
66	11	0.93551
67	11	0.8729
68	11	0.96968
70	11	0.98418
71	11	0.9839
73	11	0.575
75	11	0.97115
82	11	0.94978
83	11	0.92415
84	11	0.93669
86	11	0.96663
88	11	0.93952
89	11	0.9571
90	11	0.98173
91	11	0.94257
92	11	0.95081
94	11	0.97087
95	11	0.95076
98	11	0.94897
99	11	0.96846
103	11	0.79521
106	11	0.9087
107	11	0.94727
108	11	0.97494
109	11	0.96403
110	11	0.94602
111	11	0.89777
112	11	0.89434
113	11	0.91366
115	11	0.94577
116	11	0.95976
117	11	0.93444
118	11	0.97472
119	11	0.84219
122	11	0.9672
123	11	0.94722
124	11	0.90171
125	11	0.97645
127	11	0.94023
128	11	0.97652
129	11	0.954
130	11	0.96245
132	11	0.87814
133	11	0.92047
134	11	0.95252
136	11	0.95953
137	11	0.94356
138	11	0.9607
139	11	0.96905
141	11	0.99499
142	11	0.9638
144	11	0.7442
145	11	0.95971
146	11	0.97573
147	11	0.95977
148	11	0.94762
149	11	0.91563
2	12	0.9818
7	12	0.95696
11	12	0.90258
25	12	0.9222
30	12	0.97541
32	12	0.95914
34	12	0.95719
41	12	0.92021
45	12	0.91609
52	12	0.96881
53	12	0.95672
61	12	0.91298
62	12	0.94924
63	12	0.9233
69	12	0.91525
71	12	0.93394
72	12	0.95879
73	12	0.58167
75	12	0.968
76	12	0.95657
79	12	0.96864
80	12	0.9793
81	12	0.96158
84	12	0.97516
87	12	0.94727
97	12	0.94874
98	12	0.94507
99	12	0.91514
100	12	0.96919
101	12	0.97622
102	12	0.99448
103	12	0.73304
106	12	0.95132
107	12	0.95821
108	12	0.9343
110	12	0.97288
111	12	0.97754
112	12	0.96445
113	12	0.94806
114	12	0.97661
123	12	0.95374
126	12	0.93561
128	12	0.9053
129	12	0.90655
132	12	0.99509
134	12	0.95836
135	12	0.90671
137	12	0.96239
138	12	0.95954
144	12	0.82627
147	12	0.9254
148	12	0.92633
150	12	0.91504
5	13	0.95929
9	13	0.93405
15	13	0.99284
16	13	0.88609
18	13	0.95109
19	13	0.9803
20	13	0.96352
21	13	0.95017
22	13	0.92569
23	13	0.98515
24	13	0.9902
25	13	0.96031
26	13	0.97089
27	13	0.98571
28	13	0.99078
29	13	0.95322
31	13	0.9899
33	13	0.98781
35	13	0.97332
36	13	0.93529
37	13	0.96091
38	13	0.94369
39	13	0.94437
40	13	0.97505
42	13	0.93074
43	13	0.97536
44	13	0.94449
46	13	0.93842
49	13	0.93985
50	13	0.74332
51	13	0.95564
54	13	0.99398
55	13	0.97792
56	13	0.89485
60	13	0.96213
63	13	0.95243
74	13	0.97455
77	13	0.94718
78	13	0.964
85	13	0.90301
88	13	0.93488
92	13	0.96211
93	13	0.9337
95	13	0.97445
96	13	0.97084
99	13	0.93657
104	13	0.96129
105	13	0.83168
108	13	0.94143
109	13	0.93678
117	13	0.93345
120	13	0.96594
121	13	0.96769
125	13	0.95122
131	13	0.89462
140	13	0.96801
143	13	0.90874
148	13	0.94211
150	13	0.94877
3	14	0.33857
4	14	0.93675
6	14	0.98213
8	14	0.56917
16	14	0.83346
23	14	0.8415
26	14	0.82955
35	14	0.86223
39	14	0.83546
42	14	0.82997
44	14	0.93178
47	14	0.91734
48	14	0.89432
49	14	0.94561
50	14	0.80545
51	14	0.87826
54	14	0.86161
55	14	0.83562
57	14	0.82731
58	14	0.8447
59	14	0.92303
60	14	0.84709
65	14	0.89107
67	14	0.93629
70	14	0.86086
77	14	0.90987
82	14	0.84116
83	14	0.9032
85	14	0.93847
86	14	0.88301
88	14	0.8962
89	14	0.86903
90	14	0.87917
91	14	0.91352
92	14	0.9045
94	14	0.87763
96	14	0.83047
104	14	0.86433
117	14	0.9229
118	14	0.8727
119	14	0.93003
120	14	0.90073
121	14	0.87231
125	14	0.87058
127	14	0.94475
130	14	0.91635
131	14	0.98221
133	14	0.90498
139	14	0.88912
140	14	0.86361
141	14	0.83281
142	14	0.85114
145	14	0.89713
5	15	0.95848
9	15	0.93319
13	15	0.99284
16	15	0.87965
18	15	0.94576
19	15	0.97789
20	15	0.96167
21	15	0.9593
22	15	0.94433
23	15	0.97043
24	15	0.98252
25	15	0.95861
26	15	0.96903
27	15	0.97694
28	15	0.99525
29	15	0.96656
31	15	0.97884
33	15	0.99581
35	15	0.94947
36	15	0.93086
37	15	0.96894
38	15	0.94312
39	15	0.91134
40	15	0.98998
42	15	0.92255
43	15	0.95313
44	15	0.91412
46	15	0.93707
51	15	0.93249
54	15	0.97561
55	15	0.95868
