1										45			0					
2										66			0					
3										120			0					
4										120			0					
5										21			0					
6										78			0					
7										3			0					
8										210			0					
9										3			0					
10										351			0					
11										78			0					
12										10			0					
13										3			0					
14										10			0					
15										10			0					
16										55			0					
17										1			0					
18										1			0					
19										45			0					
20										435			0					
21										351			0					
22										171			0					
23										66			0					
24										3			0					
25										10			0					
26										36			0					
27										55			0					
28										3			0					
29										351			0					
30										3			0					
31										15			0					
32										10			0					
33										105			0					
34										3			0					
35										120			0					
36										3			0					
37										10			0					
38										1			0					
39										78			0					
40										3			0					
41										45			0					
42										21			0					
43										15			0					
44										1			0					
45										6			0					
46										3			0					
47										6			0					
48										10			0					
49										15			0					
50										66			0					
51										21			0					
52										6			0					
53										3			0					
54										3			0					
55										3			0					
56										1			0					
57										1			0					
58										15			0					
59										36			0					
60										780			0					
61										55			0					
62										21			0					
63										15			0					
64										276			0					
65										435			0					
66										105			0					
67										15			0					
68										6			0					
69										21			0					
70										78			0					
71										990			0					
72										55			0					
73										10			0					
74										21			0					
75										36			0					
76										351			0					
77										630			0					
78										120			0					
79										10			0					
80										6			0					
81										28			0					
82										120			0					
83										3081			0					
84										276			0					
85										300			0					
86										28			0					
87										171			0					
88										276			0					
89										21			0					
90										171			0					
91										136			0					
92										171			0					
93										15			0					
94										496			0					
95										666			0					
96										210			0					
97										10			0					
98										231			0					
99										66			0					
100										91			0					
101										10			0					
102										10			0					
103										10			0					
104										136			0					
105										1540			0					
106										1540			0					
107										820			0					
108										6			0					
109										105			0					
110										1081			0					
111										6			0					
112										36			0					
113										120			0					
114										171			0					
115										15			0					
116										6			0					
117										78			0					
118										120			0					
119										28			0					
120										6			0					
121										120			0					
122										55			0					
123										91			0					
124										136			0					
125										105			0					
126										15			0					
127										15			0					
128										45			0					
129										10			0					
130										36			0					
131										3486			0					
132										55			0					
133										91			0					
134										153			0					
135										45			0					
136										36			0					
137										10			0					
138										153			0					
139										666			0					
140										300			0					
141										435			0					
142										15			0					
143										6			0					
144										561			0					
145										66			0					
146										1			0					
147										171			0					
148										36			0					
149										1			0					
150										45			0					
151										3			0					
152										3			0					
153										190			0					
154										15			0					
155										28			0					
156										6			0					
157										6			0					
158										6			0					
159										91			0					
160										1			0					
161										6			0					
162										15			0					
163										6			0					
164										28			0					
165										45			0					
166										78			0					
167										1			0					
168										45			0					
169										1			0					
170										36			0					
171										66			0					
172										153			0					
173										28			0					
174										3			0					
175										10			0					
176										6			0					
177										120			0					
178										15			0					
179										78			0					
180										6			0					
181										6			0					
182										10			0					
183										36			0					
184										105			0					
185										15			0					
186										45			0					
187										15			0					
188										6			0					
189										3			0					
190										15			0					
191										10			0					
192										1			0					
193										15			0					
194										15			0					
195										6			0					
196										28			0					
197										66			0					
198										21			0					
199										6			0					
200										15			0					
201										28			0					
202										10			0					
203										231			0					
204										10			0					
205										1			0					
206										10			0					
207										3			0					
208										21			0					
209										6			0					
210										21			0					
211										3			0					
212										66			0					
213										55			0					
214										15			0					
215										105			0					
