1										3			0					
2										276			0					
3										55			0					
4										153			0					
5										15			0					
6										351			0					
7										15			0					
8										28			0					
9										6			0					
10										1			0					
11										28			0					
12										21			0					
13										45			0					
14										171			0					
15										105			0					
16										45			0					
17										15			0					
18										78			0					
19										171			0					
20										10			0					
21										45			0					
22										28			0					
23										6			0					
24										136			0					
25										120			0					
26										55			0					
27										3			0					
28										15			0					
29										406			0					
30										36			0					
31										36			0					
32										2485			0					
33										45			0					
34										36			0					
35										66			0					
36										21			0					
37										45			0					
38										78			0					
39										210			0					
40										10			0					
41										21			0					
42										36			0					
43										28			0					
44										10			0					
45										171			0					
46										28			0					
47										406			0					
48										36			0					
49										136			0					
50										1081			0					
51										21			0					
52										136			0					
