1										45			0					
2										6			0					
3										28			0					
4										378			0					
5										45			0					
6										171			0					
7										21			0					
8										1891			0					
9										91			0					
10										666			0					
11										28			0					
12										66			0					
13										120			0					
14										66			0					
15										15			0					
16										91			0					
17										10			0					
18										21			0					
19										120			0					
20										36			0					
21										325			0					
22										300			0					
23										45			0					
24										231			0					
25										171			0					
26										231			0					
27										78			0					
28										190			0					
29										91			0					
30										91			0					
31										78			0					
32										21			0					
33										10			0					
34										10			0					
35										15			0					
36										6			0					
37										21			0					
38										10			0					
39										15			0					
40										10			0					
41										171			0					
